Player_id,Player,Country,Image,Description,Batting Style,Bowling Style,Playing Role,Flags
146,Sybrand Engelbrecht,Netherlands,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381700/381735.jpg",Dutch cricketer with potential and contributions in various cricket formats.,Right-hand bat,Right-arm offbreak,All-rounder,https://i.postimg.cc/VNRZ6nqh/netherlands.png
62,Aaron Johnson,Canada,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381700/381780.1.jpg",Canadian cricketer with potential and promising performances in domestic matches.,Right-hand bat,Right-arm medium,Top-order batsman,https://i.postimg.cc/8cPScTfR/canada.png
75,Shreyas Movva,Canada,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381700/381793.1.jpg",Canadian cricketer with potential and promising performances in domestic cricket.,Right-hand bat,Right-arm off break,All-rounder,https://i.postimg.cc/8cPScTfR/canada.png
73,Ravinderpal Singh,Canada,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381700/381795.1.jpg",Canadian cricketer with promising performances and potential as an all-rounder.,Right-hand bat,Right-arm medium,All-rounder,https://i.postimg.cc/8cPScTfR/canada.png
64,Dilpreet Bajwa,Canada,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381700/381797.1.jpg",Canadian cricketer recognized for his solid performances with both bat and ball.,Right-hand bat,Right-arm medium-fast,Bowler,https://i.postimg.cc/8cPScTfR/canada.png
71,Nicholas Kirton,Canada,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381700/381798.1.jpg",Canadian cricketer with potential and contributions in domestic and international matches.,Left-hand bat,Right-arm off break,All-rounder,https://i.postimg.cc/8cPScTfR/canada.png
72,Pargat Singh,Canada,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381700/381799.3.jpg",Canadian cricketer known for his all-round abilities and contributions in domestic cricket.,Right-hand bat,Right-arm medium-fast,Bowler,https://i.postimg.cc/8cPScTfR/canada.png
306,Khalid Kail,Oman,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381900/381922.4.jpg",Omani cricketer with useful skills in various roles.,Right-hand bat,Right-arm off-spin,All-rounder,https://i.postimg.cc/DZ7Vp7g9/oman.png
308,Shakeel Ahmed,Oman,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381900/381930.2.jpg",Omani player with impact in both batting and bowling roles.,Right-hand bat,Right-arm off-spin,All-rounder,https://i.postimg.cc/DZ7Vp7g9/oman.png
136,Kamal Singh Airee,Nepal,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381900/381933.1.jpg",Nepalese player with potential in both batting and bowling departments.,Right-hand bat,Right-arm medium,Bowler,https://i.postimg.cc/3N6chhXJ/nepal.png
305,Pavan Sukhdev Athavale,Oman,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381900/381938.1.jpg",Omani cricketer known for his all-round abilities and impactful performances.,Right-hand bat,Right-arm off-spin,All-rounder,https://i.postimg.cc/DZ7Vp7g9/oman.png
68,Kaleem Sana,Canada,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381900/381941.1.jpg",Canadian cricketer with potential and promising performances in domestic cricket.,Left-hand bat,Left-arm fast-medium,Bowler,https://i.postimg.cc/8cPScTfR/canada.png
132,Sundeep Jora,Nepal,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381900/381943.1.jpg",Nepalese player with emerging talent and contributions in various cricket formats.,Right-hand bat,Right-arm off break,Batsman,https://i.postimg.cc/3N6chhXJ/nepal.png
131,Pratis GC,Nepal,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381900/381944.1.jpg",Nepalese cricketer known for his potential and growing reputation in domestic cricket.,Left-hand bat,Left-arm medium-fast,Bowler,https://i.postimg.cc/3N6chhXJ/nepal.png
135,Sagar Dhakal,Nepal,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381900/381945.1.jpg",Nepalese cricketer known for his emerging talent and performances in domestic cricket.,Right-hand bat,Left-arm orthodox,Bowler,https://i.postimg.cc/3N6chhXJ/nepal.png
319,Ben McMullen,Scotland,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381900/381996.1.jpg","Scottish cricketer with experience in domestic and international cricket, known for his contributions with both bat and ball.",Right-hand bat,Right-Arm Fast,Bowler,https://i.postimg.cc/R0WrjP5R/scotland.png
311,Usman Khan Shinwari,Pakistan,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/382000/382035.2.jpg",Pakistani fast bowler known for his pace and effectiveness in shorter formats.,Right-hand bat,Right-Arm Fast,Bowler,https://i.postimg.cc/x8593tzS/pakistan.png
109,Dylan Leicher,Namibia,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/382000/382048.1.jpg",Namibian cricketer known for his potential and emerging talent in domestic cricket.,Right-hand bat,Right-arm medium,Batsman,https://i.postimg.cc/CMByvrHL/namibia.png
121,PD Blignaut,Namibia,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/382000/382049.1.jpg",Namibian all-rounder known for his potential and contributions in both batting and bowling.,Right-hand bat,Right-arm off break,All-rounder,https://i.postimg.cc/CMByvrHL/namibia.png
114,Niko Davin,Namibia,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/382000/382050.1.jpg",Namibian player with emerging talent and potential in domestic and international cricket.,Right-hand bat,-,Batsman,https://i.postimg.cc/CMByvrHL/namibia.png
120,Malan Kruger,Namibia,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/382000/382051.1.jpg",Namibian cricketer with a growing reputation for his performances in domestic cricket.,Right-hand bat,-,Batsman,https://i.postimg.cc/CMByvrHL/namibia.png
117,JP Kotze,Namibia,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/382000/382052.1.jpg",Namibian player known for his consistent performances and contributions in domestic cricket.,Right-hand bat,-,Wicketkeeper-batsman,https://i.postimg.cc/CMByvrHL/namibia.png
94,Ross Adair,Ireland,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/382100/382113.1.jpg",Irish cricketer known for his contributions in both batting and bowling.,Left-hand bat,-,Batsman,https://i.postimg.cc/1579gVHf/Ireland.png
104,Graham Hume,Ireland,"https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/382100/382121.1.jpg",Irish cricketer known for his all-round skills and potential in both batting and bowling.,Right-hand bat,Right-arm medium-fast,Bowler,https://i.postimg.cc/1579gVHf/Ireland.png
69,Kanwarpal Tathgur,Canada,https://illustoon.com/photo/4167.png,Canadian cricketer known for his solid contributions with bat and ball in domestic cricket.,Right-hand bat,Right-arm medium,All-rounder,https://i.postimg.cc/8cPScTfR/canada.png
164,Adam Milne,New Zealand,https://illustoon.com/photo/4167.png,Fast bowler from New Zealand with a focus on pace and aggressive bowling.,Right-hand bat,Right-arm fast,Bowler,https://i.postimg.cc/ncb4yM79/NZ.png
165,Blair Tickner,New Zealand,https://illustoon.com/photo/4167.png,"New Zealand pace bowler, known for his pace and effective spells in shorter formats.",Right-hand bat,Right-arm fast-medium,Bowler,https://i.postimg.cc/ncb4yM79/NZ.png
166,Henry Nicholls,New Zealand,https://illustoon.com/photo/4167.png,New Zealand batsman who provides stability and depth in the middle order.,Left-hand bat,-,Batter,https://i.postimg.cc/ncb4yM79/NZ.png
169,Jatinder Singh,Oman,https://illustoon.com/photo/4167.png,Omani batsman with a reputation for aggressive and impactful innings.,Right-hand bat,-,Batter,https://i.postimg.cc/DZ7Vp7g9/oman.png
171,Khawar Ali,Oman,https://illustoon.com/photo/4167.png,"Omani cricketer, effective in both batting and bowling roles.",Right-hand bat,Right-arm legbreak,All-rounder,https://i.postimg.cc/DZ7Vp7g9/oman.png
172,Sandeep Goud,Oman,https://illustoon.com/photo/4167.png,"Omani cricketer with potential in both batting and bowling, providing versatility.",Right-hand bat,Right-arm medium,All-rounder,https://i.postimg.cc/DZ7Vp7g9/oman.png
178,Suraj Kumar,Oman,https://illustoon.com/photo/4167.png,Omani cricketer known for his versatile skills in both batting and bowling.,Right-hand bat,-,Wicketkeeper,https://i.postimg.cc/DZ7Vp7g9/oman.png
179,Adeel Shafique,Oman,https://illustoon.com/photo/4167.png,"Omani cricketer, contributing in multiple formats with solid performances.",Right-hand bat,Right-arm medium,Batter,https://i.postimg.cc/DZ7Vp7g9/oman.png
180,Aamir Kaleem,Oman,https://illustoon.com/photo/4167.png,Omani all-rounder with significant contributions in both batting and bowling.,Left-hand bat,Slow left-arm orthodox,All-rounder,https://i.postimg.cc/DZ7Vp7g9/oman.png
181,Nester Dhamba,Oman,https://illustoon.com/photo/4167.png,Omani cricketer noted for his performances in different formats.,Right-hand bat,Right-arm medium-fast,Bowler,https://i.postimg.cc/DZ7Vp7g9/oman.png
185,Haider Ali,Pakistan,https://illustoon.com/photo/4167.png,Pakistani batsman with explosive potential and strong performances in T20s.,Right-hand bat,-,Batter,https://i.postimg.cc/x8593tzS/pakistan.png
186,Shoaib Malik,Pakistan,https://illustoon.com/photo/4167.png,Experienced Pakistani all-rounder known for his valuable contributions in all formats.,Right-hand bat,Right-arm offbreak,All-rounder,https://i.postimg.cc/x8593tzS/pakistan.png
187,Asif Ali,Pakistan,https://illustoon.com/photo/4167.png,Pakistani middle-order batsman known for his finishing abilities and power-hitting.,Right-hand bat,-,Batter,https://i.postimg.cc/x8593tzS/pakistan.png
190,Hasan Ali,Pakistan,https://illustoon.com/photo/4167.png,Pakistani fast bowler known for his pace and ability to take crucial wickets.,Right-hand bat,Right-arm fast-medium,Bowler,https://i.postimg.cc/x8593tzS/pakistan.png
193,Mohammad Nawaz,Pakistan,https://illustoon.com/photo/4167.png,"Pakistani all-rounder, effective with both spin bowling and lower-order batting.",Left-hand bat,Slow left-arm orthodox,All-rounder,https://i.postimg.cc/x8593tzS/pakistan.png
194,Sarfaraz Ahmed,Pakistan,https://illustoon.com/photo/4167.png,Pakistani wicketkeeper-batsman known for his leadership and contributions in various formats.,Right-hand bat,-,Wicketkeeper,https://i.postimg.cc/x8593tzS/pakistan.png
195,Usman Qadir,Pakistan,https://illustoon.com/photo/4167.png,Pakistani leg-spinner known for his variations and wicket-taking ability.,Right-hand bat,Right-arm legbreak,Bowler,https://i.postimg.cc/x8593tzS/pakistan.png
196,Mohammad Wasim Jr,Pakistan,https://illustoon.com/photo/4167.png,Pakistani fast bowler with a reputation for pace and swing.,Right-hand bat,Right-arm fast-medium,Bowler,https://i.postimg.cc/x8593tzS/pakistan.png
205,Damien Ravu,Papua New Guinea,https://illustoon.com/photo/4167.png,"Papua New Guinean cricketer, contributing in multiple roles.",Right-hand bat,Right-arm fast-medium,Bowler,https://i.postimg.cc/sDM24J1p/papua.png
206,Nosaina Pokana,Papua New Guinea,https://illustoon.com/photo/4167.png,Papua New Guinean cricketer known for his bowling and useful batting.,Right-hand bat,Left-arm fast-medium,Bowler,https://i.postimg.cc/sDM24J1p/papua.png
207,Riley Hekure,Papua New Guinea,https://illustoon.com/photo/4167.png,Papua New Guinean all-rounder with contributions in both batting and bowling.,Right-hand bat,Right-arm offbreak,Bowler,https://i.postimg.cc/sDM24J1p/papua.png
208,Jason Kila,Papua New Guinea,https://illustoon.com/photo/4167.png,Papua New Guinean player known for his all-round capabilities.,Left-hand bat,Left-arm orthodox,All-rounder,https://i.postimg.cc/sDM24J1p/papua.png
209,Simon Atai,Papua New Guinea,https://illustoon.com/photo/4167.png,Papua New Guinean cricketer known for his performances in various roles.,Left-hand bat,Right-arm medium,All-rounder,https://i.postimg.cc/sDM24J1p/papua.png
315,Anamul Haque Bijoy,Bangladesh,https://illustoon.com/photo/4167.png,Bangladeshi batsman known for his consistent performances and solid technique.,Right-hand bat,-,Wicketkeeper-batsman,https://i.postimg.cc/sDM24J1p/papua.png
336,Avishka Fernando,Sri Lanka,https://illustoon.com/photo/4167.png,Sri Lankan batsman known for his explosive batting and potential in limited-overs formats.,Right-hand bat,Right-arm off-spin,All-rounder,https://i.postimg.cc/sDM24J1p/papua.png
214,Calum MacLeod,Scotland,https://illustoon.com/photo/4167.png,"Scotland’s experienced middle-order batsman, known for his ability to anchor innings and play match-winning knocks.",Right-hand bat,-,Batter,https://i.postimg.cc/R0WrjP5R/scotland.png
220,Alasdair Evans,Scotland,https://illustoon.com/photo/4167.png,Scottish fast bowler with a reputation for being a consistent performer in the domestic and international circuit.,Right-hand bat,Right-arm fast-medium,Bowler,https://i.postimg.cc/R0WrjP5R/scotland.png
221,Josh Davey,Scotland,https://illustoon.com/photo/4167.png,"Scottish right-arm medium-fast bowler, known for his accuracy and ability to contribute in all formats.",Right-hand bat,Right-arm medium-fast,Bowler,https://i.postimg.cc/R0WrjP5R/scotland.png
222,Hamza Tahir,Scotland,https://illustoon.com/photo/4167.png,Scottish cricketer who is known for his performances as an all-rounder in various domestic and international formats.,Right-hand bat,Left-arm orthodox,Bowler,https://i.postimg.cc/R0WrjP5R/scotland.png
223,Gavin Main,Scotland,https://illustoon.com/photo/4167.png,Scottish fast bowler with a reputation for his pace and ability to challenge batsmen in all formats.,Right-hand bat,Right-arm fast-medium,Bowler,https://i.postimg.cc/R0WrjP5R/scotland.png
224,Craig Wallace,Scotland,https://illustoon.com/photo/4167.png,"Scottish wicketkeeper-batsman with strong defensive and attacking capabilities, known for his reliable gloves and bat.",Right-hand bat,-,Wicketkeeper,https://i.postimg.cc/R0WrjP5R/scotland.png
225,Dylan Budge,Scotland,https://illustoon.com/photo/4167.png,Scottish all-rounder who contributes as a middle-order batsman and a handy bowler in domestic and international matches.,Right-hand bat,Right-arm medium,Batter,https://i.postimg.cc/R0WrjP5R/scotland.png
226,Adrian Neill,Scotland,https://illustoon.com/photo/4167.png,Scottish pace bowler known for his ability to swing the ball and deliver key spells in limited-overs cricket.,Right-hand bat,Right-arm fast-medium,Bowler,https://i.postimg.cc/R0WrjP5R/scotland.png
320,Hamza Tariq,Scotland,https://illustoon.com/photo/4167.png,Scottish player known for his performances in domestic cricket and potential as a promising young talent.,Right-hand bat,Right-Arm Medium,Bowler,https://i.postimg.cc/R0WrjP5R/scotland.png
321,Malan Jones,Scotland,https://illustoon.com/photo/4167.png,"Scottish cricketer with contributions in various domestic formats, known for his all-round abilities.",Right-hand bat,Right-Arm Medium,Bowler,https://i.postimg.cc/R0WrjP5R/scotland.png
337,Ben Currie,Scotland,https://illustoon.com/photo/4167.png,Scottish all-rounder with a reputation for his dynamic performances in both batting and bowling roles.,Right-hand bat,Right-arm medium,All-rounder,https://i.postimg.cc/R0WrjP5R/scotland.png
227,Temba Bavuma,South Africa,https://illustoon.com/photo/4167.png,South African captain and top-order batsman known for his solid technique and leadership qualities.,Right-hand bat,-,Batter,https://i.postimg.cc/4yYM7ywT/SA.png
229,Rassie van der Dussen,South Africa,https://illustoon.com/photo/4167.png,South African middle-order batsman with a reputation for consistency and crucial innings in all formats.,Right-hand bat,-,Batter,https://i.postimg.cc/4yYM7ywT/SA.png
239,Lungi Ngidi,South Africa,https://illustoon.com/photo/4167.png,"South African fast bowler renowned for his pace and bounce, providing crucial breakthroughs.",Right-hand bat,Right-arm fast-medium,Bowler,https://i.postimg.cc/4yYM7ywT/SA.png
241,Andile Phehlukwayo,South Africa,https://illustoon.com/photo/4167.png,South African all-rounder known for his ability to contribute with both bat and ball in limited-overs formats.,Right-hand bat,Right-arm medium-fast,All-rounder,https://i.postimg.cc/4yYM7ywT/SA.png
243,Kusal Perera,Sri Lanka,https://illustoon.com/photo/4167.png,Sri Lankan wicketkeeper-batsman with a reputation for his attacking batting and crucial innings.,Left-hand bat,-,Wicketkeeper,https://i.postimg.cc/cLrn95Bh/SL.png
250,Chamika Karunaratne,Sri Lanka,https://illustoon.com/photo/4167.png,Sri Lankan all-rounder recognized for his contributions with both bat and ball in limited-overs cricket.,Right-hand bat,Right-arm fast-medium,All-rounder,https://i.postimg.cc/cLrn95Bh/SL.png
252,Lahiru Kumara,Sri Lanka,https://illustoon.com/photo/4167.png,"Sri Lankan fast bowler with pace and bounce, known for his ability to provide breakthroughs.",Right-hand bat,Right-arm fast,Bowler,https://i.postimg.cc/cLrn95Bh/SL.png
253,Avishka Fernando,Sri Lanka,https://illustoon.com/photo/4167.png,Sri Lankan batsman known for his aggressive batting and potential as a top-order player.,Right-hand bat,-,Batter,https://i.postimg.cc/cLrn95Bh/SL.png
254,Bhanuka Rajapaksa,Sri Lanka,https://illustoon.com/photo/4167.png,Sri Lankan top-order batsman recognized for his explosive hitting and match-winning abilities.,Left-hand bat,-,Batter,https://i.postimg.cc/cLrn95Bh/SL.png
255,Kasun Rajitha,Sri Lanka,https://illustoon.com/photo/4167.png,"Sri Lankan fast bowler known for his pace and swing, providing key breakthroughs.",Right-hand bat,Right-arm fast,Bowler,https://i.postimg.cc/cLrn95Bh/SL.png
256,Nuwan Pradeep,Sri Lanka,https://illustoon.com/photo/4167.png,Sri Lankan fast bowler with a reputation for his consistency and ability to swing the ball.,Right-hand bat,Right-arm fast,Bowler,https://i.postimg.cc/cLrn95Bh/SL.png
324,Pulina Tharanga Mendis,Sri Lanka,https://illustoon.com/photo/4167.png,Sri Lankan off-spinner with promising performances and potential in various formats.,Right-hand bat,Right-Arm Off Spin,Bowler,https://i.postimg.cc/cLrn95Bh/SL.png
325,Malinda Pushpakumara,Sri Lanka,https://illustoon.com/photo/4167.png,Sri Lankan left-arm spinner known for his ability to take wickets and contribute in domestic cricket.,Left-hand bat,Left-Arm Orthodox,Bowler,https://i.postimg.cc/cLrn95Bh/SL.png
328,Fali Akeleam,Uganda,https://illustoon.com/photo/4167.png,"Kenyan cricketer who has contributed with both bat and ball, playing a vital role in domestic fixtures.",Right-hand bat,Right-Arm Fast,Bowler,https://i.postimg.cc/fLYPNpHx/uganda.png
329,Nizakat Khan,United States of America,https://illustoon.com/photo/4167.png,Hong Kong cricketer known for his top-order batting and impact in limited-overs formats.,Right-hand bat,-,Batsman,https://i.postimg.cc/Hxbwng1k/usa.png
330,Munir Dar,United States of America,https://illustoon.com/photo/4167.png,"Hong Kong cricketer with notable performances in domestic and international cricket, contributing with both bat and ball.",Right-hand bat,Right-Arm Medium,Bowler,https://i.postimg.cc/Hxbwng1k/usa.png
331,Shem Ngoche,United States of America,https://illustoon.com/photo/4167.png,Kenyan all-rounder known for his useful contributions in both batting and bowling roles.,Right-hand bat,Right-Arm Off Spin,Bowler,https://i.postimg.cc/Hxbwng1k/usa.png
333,Raymon Reifer,West Indies,https://illustoon.com/photo/4167.png,"West Indian all-rounder known for his contributions in both batting and bowling, particularly in domestic cricket.",Right-hand bat,Right-Arm Fast,Bowler,https://i.postimg.cc/zXpc89Nr/windies.png
